x,y,z,diff_x,diff_y,diff_z,d_x,d_y,d_z,d_n,di_x,di_y,di_z
-42.01,-0.992512,42.00,-42.00,-0.698031,42.00,-0.01,-0.29,0,0.29,0.01,0.29,0
-45.01,-0.869055,42.00,-45.00,-0.598616,42.00,0.00,-0.27,0.00,0.27,0.00,0.27,0.00
-48.01,-0.747207,42.00,-48.00,-0.504477,42.00,0.00,-0.24,0.00,0.24,0.00,0.24,0.00
-51.00,-0.627851,42.00,-51.00,-0.415952,42.00,0.00,-0.21,0.00,0.21,0.00,0.21,0.00
-54.00,-0.512656,42.00,-54.00,-0.333910,42.00,0.00,-0.18,0.00,0.18,0.00,0.18,0.00
-57.00,-0.402789,42.00,-57.00,-0.258503,42.00,0.00,-0.14,0.00,0.14,0.00,0.14,0.00
-60.00,-0.300721,42.00,-60.00,-0.190934,42.00,0.00,-0.11,0.00,0.11,0.00,0.11,0.00
-63.00,-0.207840,42.00,-63.00,-0.131077,42.00,0,-0.08,0.00,0.08,0,0.08,0.00
-66.00,-0.127008,42.00,-66.00,-0.079996,42.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00
-69.00,-0.061825,42.00,-69.00,-0.039211,42.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00
-72.00,-0.016814,42.00,-72.00,-0.010815,42.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
-75,0.000001,42,-75,0.000001,42,0,0,0,0,0,0,0
75,0.000000,39,75,0.000000,39,0,0,0,0,0,0,0
72.00,-0.012466,39.00,72.00,-0.010691,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
69.00,-0.044446,39.00,69.00,-0.037695,39.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
66.00,-0.091248,39.00,66.00,-0.077153,39.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
63.00,-0.149865,39.00,63.00,-0.126701,39.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00
60.00,-0.218364,39.00,60.00,-0.184901,39.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
57.00,-0.296164,39,57.00,-0.251555,39,0.00,-0.04,0,0.04,0.00,0.04,0
54.00,-0.382571,39.00,54.00,-0.326264,39.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00
51.00,-0.476999,39.00,51.00,-0.408656,39.00,0.00,-0.07,0.00,0.07,0.00,0.07,0.00
48.00,-0.579101,39.00,48.00,-0.498545,39.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00
45.00,-0.688820,39.00,45.00,-0.595961,39.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00
42.00,-0.805489,39.01,42.00,-0.700294,39.00,0.00,-0.11,0.00,0.11,0.00,0.11,0.00
39.01,-0.928742,39.01,39.01,-0.811168,39.01,0.00,-0.12,0.00,0.12,0.00,0.12,0.00
36.01,-1.06,39.01,36.01,-0.927884,39.01,0.00,-0.13,0.00,0.13,0.00,0.13,0.00
33.01,-1.19,39.01,33.01,-1.05,39.01,0.00,-0.14,0.00,0.14,0.00,0.14,0.00
30.01,-1.33,39.02,30.01,-1.18,39.02,0.00,-0.16,0.00,0.16,0.00,0.16,0.00
27.01,-1.47,39.02,27.01,-1.30,39.02,0.00,-0.17,0.00,0.17,0.00,0.17,0.00
24.01,-1.61,39.03,24.02,-1.43,39.03,0.00,-0.18,0.00,0.18,0.00,0.18,0.00
21.02,-1.75,39.04,21.02,-1.56,39.03,0.00,-0.20,0.01,0.20,0.00,0.20,0.01
18.02,-1.89,39.05,18.02,-1.68,39.04,0.00,-0.21,0.01,0.21,0.00,0.21,0.01
15.01,-2.02,39.06,15.02,-1.80,39.05,0.00,-0.22,0.01,0.22,0.00,0.22,0.01
12.01,-2.14,39.06,12.01,-1.90,39.06,0.00,-0.24,0.01,0.24,0.00,0.24,0.01
9.01,-2.24,39.07,9.01,-1.99,39.06,0.00,-0.25,0.01,0.25,0.00,0.25,0.01
6.01,-2.33,39.08,6.01,-2.06,39.07,0.00,-0.27,0.01,0.27,0.00,0.27,0.01
3.00,-2.39,39.08,3.00,-2.11,39.07,0.00,-0.28,0.01,0.28,0.00,0.28,0.01
-0.004052,-2.43,39.08,0.000223,-2.13,39.07,0.00,-0.29,0.01,0.29,0.00,0.29,0.01
-3.01,-2.45,39.08,-3.00,-2.14,39.08,-0.01,-0.31,0.01,0.31,0.01,0.31,0.01
-6.01,-2.44,39.08,-6.01,-2.11,39.07,-0.01,-0.32,0.01,0.32,0.01,0.32,0.01
-9.02,-2.41,39.08,-9.01,-2.07,39.07,-0.01,-0.34,0.01,0.34,0.01,0.34,0.01
-12.02,-2.35,39.07,-12.01,-2.00,39.06,-0.01,-0.35,0.01,0.35,0.01,0.35,0.01
-15.02,-2.28,39.07,-15.02,-1.92,39.06,-0.01,-0.36,0.01,0.36,0.01,0.36,0.01
-18.03,-2.19,39.06,-18.02,-1.82,39.05,-0.01,-0.37,0.01,0.37,0.01,0.37,0.01
-21.03,-2.08,39.05,-21.02,-1.70,39.04,-0.01,-0.38,0.01,0.38,0.01,0.38,0.01
-24.03,-1.96,39.04,-24.02,-1.58,39.04,-0.01,-0.38,0.01,0.38,0.01,0.38,0.01
-27.03,-1.83,39.03,-27.02,-1.45,39.03,-0.01,-0.38,0.00,0.38,0.01,0.38,0.00
-30.02,-1.70,39.03,-30.01,-1.32,39.02,-0.01,-0.38,0.00,0.38,0.01,0.38,0.00
-33.02,-1.56,39.02,-33.01,-1.19,39.02,-0.01,-0.37,0.00,0.37,0.01,0.37,0.00
-36.02,-1.42,39.01,-36.01,-1.060190,39.01,-0.01,-0.36,0.00,0.36,0.01,0.36,0.00
-39.02,-1.28,39.01,-39.01,-0.933679,39.01,-0.01,-0.35,0.00,0.35,0.01,0.35,0.00
-42.01,-1.14,39.01,-42.01,-0.811976,39.01,-0.01,-0.32,0.00,0.32,0.01,0.32,0.00
-45.01,-0.994818,39.00,-45.00,-0.696242,39.00,-0.01,-0.30,0.00,0.30,0.01,0.30,0.00
-48.01,-0.855898,39.00,-48.00,-0.587315,39.00,-0.01,-0.27,0.00,0.27,0.01,0.27,0.00
-51.01,-0.720305,39.00,-51.00,-0.485355,39.00,0.00,-0.23,0.00,0.23,0.00,0.23,0.00
-54.00,-0.589577,39.00,-54.00,-0.391026,39.00,0.00,-0.20,0.00,0.20,0.00,0.20,0.00
-57.00,-0.464914,39.00,-57.00,-0.304360,39.00,0.00,-0.16,0.00,0.16,0.00,0.16,0.00
-60,-0.348572,39.00,-60.00,-0.226199,39,0.00,-0.12,0.00,0.12,0.00,0.12,0.00
-63.00,-0.242296,39.00,-63.00,-0.156580,39.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00
-66.00,-0.149718,39.00,-66.00,-0.097126,39.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00
-69.00,-0.074044,39.00,-69.00,-0.048692,39.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
-72.00,-0.020480,39.00,-72.00,-0.013727,39.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
-75,0.000000,39,-75,0.000000,39,0,0,0,0,0,0,0
75,0.000000,36,75,0.000000,36,0,0,0,0,0,0,0
72.00,-0.015041,36.00,72.00,-0.013136,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
69.00,-0.053242,36.00,69.00,-0.046050,36.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
66.00,-0.106900,36.00,66.00,-0.091917,36.00,0.00,-0.01,0.00,0.02,0.00,0.01,0.00
63.00,-0.173135,36.00,63.00,-0.148547,36.00,0.00,-0.02,0,0.02,0.00,0.02,0
60.00,-0.250321,36.00,60.00,-0.214854,36.00,0.00,-0.04,0,0.04,0.00,0.04,0
57.00,-0.337754,36.00,57.00,-0.290549,36.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00
54.00,-0.434597,36.00,54.00,-0.375118,36.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00
51.00,-0.540548,36.00,51.00,-0.468503,36.00,0.00,-0.07,0.00,0.07,0.00,0.07,0.00
48.00,-0.655522,36.00,48.00,-0.570791,36.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00
45.00,-0.779090,36.00,45.00,-0.681676,36.00,0.00,-0.10,0.00,0.10,0.00,0.10,0.00
42.01,-0.911230,36.01,42.01,-0.801191,36.01,0.00,-0.11,0.00,0.11,0.00,0.11,0.00
39.01,-1.05,36.01,39.01,-0.928870,36.01,0.00,-0.12,0.00,0.12,0.00,0.12,0.00
36.01,-1.20,36.01,36.01,-1.06,36.01,0.00,-0.14,0.00,0.14,0.00,0.14,0.00
33.01,-1.35,36.02,33.01,-1.21,36.02,0.00,-0.15,0.00,0.15,0.00,0.15,0.00
30.02,-1.52,36.02,30.02,-1.35,36.02,0.00,-0.16,0.00,0.16,0.00,0.16,0.00
27.02,-1.68,36.03,27.02,-1.51,36.03,0.00,-0.17,0.00,0.17,0.00,0.17,0.00
24.02,-1.85,36.04,24.02,-1.66,36.04,0.00,-0.19,0.00,0.19,0.00,0.19,0.00
21.02,-2.02,36.05,21.02,-1.82,36.05,0.00,-0.20,0.01,0.20,0.00,0.20,0.01
18.02,-2.18,36.06,18.02,-1.97,36.06,0.00,-0.21,0.01,0.21,0.00,0.21,0.01
15.02,-2.34,36.07,15.02,-2.12,36.07,0.00,-0.23,0.01,0.23,0.00,0.23,0.01
12.02,-2.49,36.09,12.02,-2.25,36.08,0.00,-0.24,0.01,0.24,0.00,0.24,0.01
9.02,-2.62,36.10,9.02,-2.37,36.09,0.00,-0.25,0.01,0.25,0.00,0.25,0.01
6.01,-2.73,36.11,6.01,-2.46,36.10,0.00,-0.27,0.01,0.27,0.00,0.27,0.01
3.00,-2.81,36.11,3.01,-2.53,36.10,0.00,-0.28,0.01,0.28,0.00,0.28,0.01
-0.005132,-2.86,36.12,-0.001512,-2.56,36.11,0.00,-0.30,0.01,0.30,0.00,0.30,0.01
-3.01,-2.87,36.12,-3.01,-2.56,36.11,0.00,-0.31,0.01,0.32,0.00,0.31,0.01
-6.02,-2.86,36.11,-6.01,-2.53,36.10,-0.01,-0.33,0.01,0.33,0.01,0.33,0.01
-9.03,-2.81,36.11,-9.02,-2.47,36.10,-0.01,-0.35,0.01,0.35,0.01,0.35,0.01
-12.03,-2.74,36.10,-12.02,-2.38,36.09,-0.01,-0.36,0.01,0.36,0.01,0.36,0.01
-15.04,-2.65,36.09,-15.03,-2.27,36.08,-0.01,-0.37,0.01,0.37,0.01,0.37,0.01
-18.04,-2.53,36.08,-18.03,-2.14,36.07,-0.01,-0.39,0.01,0.39,0.01,0.39,0.01
-21.04,-2.40,36.06,-21.03,-2.00,36.06,-0.01,-0.40,0.01,0.40,0.01,0.40,0.01
-24.04,-2.25,36.05,-24.03,-1.85,36.05,-0.01,-0.40,0.01,0.40,0.01,0.40,0.01
-27.04,-2.10,36.04,-27.02,-1.69,36.04,-0.01,-0.41,0.00,0.41,0.01,0.41,0.00
-30.03,-1.94,36.03,-30.02,-1.53,36.03,-0.01,-0.41,0.00,0.41,0.01,0.41,0.00
-33.03,-1.78,36.03,-33.02,-1.38,36.02,-0.01,-0.40,0.00,0.40,0.01,0.40,0.00
-36.03,-1.61,36.02,-36.02,-1.22,36.02,-0.01,-0.39,0.00,0.39,0.01,0.39,0.00
-39.02,-1.45,36.01,-39.01,-1.074150,36.01,-0.01,-0.37,0.00,0.37,0.01,0.37,0.00
-42.02,-1.29,36.01,-42.01,-0.932914,36.01,-0.01,-0.35,0.00,0.35,0.01,0.35,0.00
-45.01,-1.13,36.01,-45.01,-0.799538,36.01,-0.01,-0.33,0,0.33,0.01,0.33,0
-48.01,-0.968015,36.00,-48.00,-0.674324,36.00,-0.01,-0.29,0.00,0.29,0.01,0.29,0.00
-51.01,-0.815717,36.00,-51.00,-0.558337,36.00,-0.01,-0.26,0.00,0.26,0.01,0.26,0.00
-54.01,-0.668805,36.00,-54.00,-0.450931,36.00,0.00,-0.22,0.00,0.22,0.00,0.22,0.00
-57.00,-0.529224,36.00,-57.00,-0.352783,36.00,0.00,-0.18,0.00,0.18,0.00,0.18,0.00
-60.00,-0.398428,36.00,-60.00,-0.263749,36.00,0.00,-0.13,0.00,0.13,0.00,0.13,0.00
-63.00,-0.279166,36.00,-63.00,-0.184691,36.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00
-66.00,-0.174057,36.00,-66.00,-0.115996,36.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00
-69.00,-0.087169,36.00,-69.00,-0.059125,36.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
-72.00,-0.024434,36.00,-72.00,-0.016948,36.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
-75,0.000000,36,-75,0.000000,36,0,0,0,0,0,0,0
75,0.000000,33,75,0.000000,33,0,0,0,0,0,0,0
72.00,-0.017857,33.00,72.00,-0.015840,33.00,0.00,0.00,0,0.00,0.00,0.00,0
69.00,-0.062586,33.00,69.00,-0.055005,33.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
66.00,-0.123383,33.00,66.00,-0.107625,33.00,0.00,-0.02,0,0.02,0.00,0.02,0
63.00,-0.197459,33.00,63.00,-0.171644,33.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
60.00,-0.283363,33.00,60.00,-0.246186,33,0.00,-0.04,0.00,0.04,0.00,0.04,0.00
57.00,-0.380183,33.00,57.00,-0.330789,33.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00
54.00,-0.487634,33.00,54.00,-0.425521,33.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00
51.00,-0.605236,33.00,51.00,-0.530168,33.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00
48.00,-0.733043,33.00,48.00,-0.644987,33.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00
45.01,-0.871225,33.01,45.01,-0.770276,33.00,0.00,-0.10,0.00,0.10,0.00,0.10,0.00
42.01,-1.02,33.01,42.01,-0.905929,33.01,0.00,-0.11,0.00,0.11,0.00,0.11,0.00
39.01,-1.18,33.01,39.01,-1.05,33.01,0.00,-0.13,0.00,0.13,0.00,0.13,0.00
36.02,-1.35,33.02,36.02,-1.21,33.01,0.00,-0.14,0.00,0.14,0.00,0.14,0.00
33.02,-1.52,33.02,33.02,-1.37,33.02,0.00,-0.15,0.00,0.15,0.00,0.15,0.00
30.02,-1.71,33.03,30.02,-1.55,33.03,0.00,-0.16,0.00,0.16,0.00,0.16,0.00
27.03,-1.90,33.04,27.03,-1.73,33.04,0,-0.18,0.00,0.18,0,0.18,0.00
24.03,-2.10,33.05,24.03,-1.92,33.05,0.00,-0.19,0.00,0.19,0.00,0.19,0.00
21.03,-2.31,33.06,21.03,-2.11,33.06,0.00,-0.20,0.01,0.20,0.00,0.20,0.01
18.03,-2.52,33.08,18.03,-2.30,33.07,0.00,-0.21,0.01,0.21,0.00,0.21,0.01
15.03,-2.72,33.10,15.03,-2.50,33.09,0.00,-0.23,0.01,0.23,0.00,0.23,0.01
12.03,-2.91,33.12,12.03,-2.67,33.11,0.00,-0.24,0.01,0.24,0.00,0.24,0.01
9.02,-3.08,33.13,9.02,-2.83,33.13,0.00,-0.25,0.01,0.25,0.00,0.25,0.01
6.01,-3.22,33.15,6.01,-2.96,33.14,0.00,-0.27,0.01,0.27,0.00,0.27,0.01
3.00,-3.33,33.16,3.01,-3.04,33.15,0.00,-0.28,0.01,0.28,0.00,0.28,0.01
-0.007746,-3.39,33.16,-0.005660,-3.09,33.15,0.00,-0.30,0.01,0.30,0.00,0.30,0.01
-3.02,-3.40,33.16,-3.02,-3.08,33.15,0.00,-0.32,0.01,0.32,0.00,0.32,0.01
-6.03,-3.37,33.15,-6.03,-3.04,33.14,0.00,-0.33,0.01,0.33,0.00,0.33,0.01
-9.04,-3.30,33.14,-9.03,-2.95,33.13,-0.01,-0.35,0.01,0.35,0.01,0.35,0.01
-12.05,-3.21,33.13,-12.04,-2.84,33.12,-0.01,-0.37,0.01,0.37,0.01,0.37,0.01
-15.05,-3.08,33.12,-15.04,-2.70,33.11,-0.01,-0.38,0.01,0.38,0.01,0.38,0.01
-18.05,-2.93,33.10,-18.04,-2.53,33.09,-0.01,-0.40,0.01,0.40,0.01,0.40,0.01
-21.05,-2.75,33.08,-21.04,-2.34,33.08,-0.01,-0.41,0.01,0.41,0.01,0.41,0.01
-24.05,-2.57,33.07,-24.04,-2.15,33.06,-0.01,-0.42,0.01,0.42,0.01,0.42,0.01
-27.05,-2.38,33.05,-27.03,-1.96,33.05,-0.01,-0.43,0.00,0.43,0.01,0.43,0.00
-30.04,-2.19,33.04,-30.03,-1.76,33.04,-0.01,-0.43,0.00,0.43,0.01,0.43,0.00
-33.04,-2.00,33.03,-33.03,-1.58,33.03,-0.01,-0.43,0.00,0.43,0.01,0.43,0.00
-36.03,-1.81,33.02,-36.02,-1.40,33.02,-0.01,-0.42,0.00,0.42,0.01,0.42,0.00
-39.03,-1.63,33.02,-39.02,-1.22,33.02,-0.01,-0.40,0.00,0.40,0.01,0.40,0.00
-42.02,-1.44,33.01,-42.01,-1.059840,33.01,-0.01,-0.38,0.00,0.38,0.01,0.38,0.00
-45.02,-1.26,33.01,-45.01,-0.907033,33.01,-0.01,-0.35,0.00,0.35,0.01,0.35,0.00
-48.01,-1.08,33.00,-48.01,-0.765065,33.01,-0.01,-0.32,0.00,0.32,0.01,0.32,0.00
-51.01,-0.912828,33.00,-51.00,-0.633605,33.00,-0.01,-0.28,0.00,0.28,0.01,0.28,0.00
-54.01,-0.749597,33.00,-54.00,-0.512910,33.00,0.00,-0.24,0.00,0.24,0.00,0.24,0.00
-57.00,-0.594849,33.00,-57.00,-0.402923,33.00,0.00,-0.19,0.00,0.19,0.00,0.19,0.00
-60.00,-0.449689,33.00,-60.00,-0.303012,33.00,0.00,-0.15,0.00,0.15,0.00,0.15,0.00
-63.00,-0.316989,33.00,-63.00,-0.213968,33.00,0.00,-0.10,0.00,0.10,0.00,0.10,0.00
-66.00,-0.199678,33.00,-66.00,-0.136278,33.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00
-69.00,-0.101147,33.00,-69.00,-0.070470,33.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
-72.00,-0.028812,33.00,-72.00,-0.020615,33.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
-75,0.000000,33,-75,0.000000,33,0,0,0,0,0,0,0
75,0.000000,30,75,0.000000,30,0,0,0,0,0,0,0
72.00,-0.021147,30.00,72.00,-0.019037,30.00,0.00,0.00,0,0.00,0.00,0.00,0
69.00,-0.072110,30.00,69.00,-0.064189,30.00,0.00,-0.01,0,0.01,0.00,0.01,0
66.00,-0.140390,30.00,66.00,-0.123960,30.00,0.00,-0.02,0,0.02,0.00,0.02,0
63.00,-0.222375,30.00,63.00,-0.195509,30.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
60.00,-0.316772,30.00,60.00,-0.278152,30.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00
57.00,-0.423104,30.00,57.00,-0.371894,30.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00
54.00,-0.540598,30.00,54.00,-0.476346,30.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00
51.00,-0.670069,30.00,51.00,-0.592609,30.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00
48.01,-0.811126,30.00,48.01,-0.720515,30.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00
45.01,-0.964302,30.01,45.01,-0.860766,30.01,0.00,-0.10,0.00,0.10,0.00,0.10,0.00
42.01,-1.13,30.01,42.01,-1.01,30.01,0.00,-0.12,0.00,0.12,0.00,0.12,0.00
39.02,-1.31,30.01,39.02,-1.18,30.01,0.00,-0.13,0.00,0.13,0.00,0.13,0.00
36.02,-1.50,30.02,36.02,-1.36,30.02,0.00,-0.14,0.00,0.14,0.00,0.14,0.00
33.03,-1.70,30.03,33.03,-1.55,30.02,0.00,-0.15,0.00,0.15,0.00,0.15,0.00
30.03,-1.92,30.04,30.03,-1.75,30.03,0.00,-0.16,0.00,0.16,0.00,0.16,0.00
27.04,-2.14,30.05,27.04,-1.97,30.04,0.00,-0.17,0.00,0.17,0.00,0.17,0.00
24.04,-2.39,30.06,24.04,-2.20,30.06,0.00,-0.19,0.00,0.19,0.00,0.19,0.00
21.05,-2.64,30.08,21.05,-2.45,30.08,0.00,-0.20,0.01,0.20,0.00,0.20,0.01
18.05,-2.91,30.11,18.05,-2.70,30.10,0.00,-0.21,0.01,0.21,0.00,0.21,0.01
15.05,-3.17,30.13,15.05,-2.95,30.13,0.00,-0.22,0.01,0.22,0.00,0.22,0.01
12.04,-3.43,30.16,12.04,-3.19,30.15,0.00,-0.23,0.01,0.23,0.00,0.23,0.01
9.03,-3.66,30.19,9.03,-3.41,30.18,0.00,-0.25,0.01,0.25,0.00,0.25,0.01
6.02,-3.85,30.21,6.02,-3.59,30.20,0.00,-0.26,0.01,0.26,0.00,0.26,0.01
3.00,-3.98,30.23,3.00,-3.71,30.22,0.00,-0.28,0.01,0.28,0.00,0.28,0.01
-0.016208,-4.05,30.23,-0.016145,-3.76,30.23,0.00,-0.29,0.01,0.29,0.00,0.29,0.01
-3.03,-4.06,30.23,-3.03,-3.75,30.22,0.00,-0.31,0.01,0.31,0.00,0.31,0.01
-6.04,-4.01,30.22,-6.04,-3.68,30.21,0.00,-0.33,0.01,0.33,0.00,0.33,0.01
-9.06,-3.92,30.20,-9.05,-3.57,30.19,0.00,-0.35,0.01,0.35,0.00,0.35,0.01
-12.07,-3.78,30.18,-12.06,-3.41,30.17,-0.01,-0.37,0.01,0.37,0.01,0.37,0.01
-15.07,-3.60,30.15,-15.07,-3.21,30.14,-0.01,-0.39,0.01,0.39,0.01,0.39,0.01
-18.07,-3.39,30.13,-18.06,-2.99,30.12,-0.01,-0.40,0.01,0.40,0.01,0.40,0.01
-21.07,-3.17,30.11,-21.06,-2.75,30.10,-0.01,-0.42,0.01,0.42,0.01,0.42,0.01
-24.07,-2.94,30.08,-24.05,-2.50,30.08,-0.01,-0.44,0.01,0.44,0.01,0.44,0.01
-27.06,-2.70,30.07,-27.05,-2.25,30.06,-0.01,-0.45,0.01,0.45,0.01,0.45,0.01
-30.06,-2.47,30.05,-30.04,-2.02,30.05,-0.02,-0.45,0.00,0.45,0.02,0.45,0.00
-33.05,-2.24,30.04,-33.04,-1.79,30.03,-0.02,-0.45,0.00,0.45,0.02,0.45,0.00
-36.04,-2.02,30.03,-36.03,-1.58,30.03,-0.01,-0.44,0.00,0.44,0.01,0.44,0.00
-39.04,-1.81,30.02,-39.02,-1.38,30.02,-0.01,-0.43,0.00,0.43,0.01,0.43,0.00
-42.03,-1.60,30.01,-42.02,-1.19,30.01,-0.01,-0.41,0.00,0.41,0.01,0.41,0.00
-45.02,-1.40,30.01,-45.01,-1.018210,30.01,-0.01,-0.38,0.00,0.38,0.01,0.38,0.00
-48.02,-1.20,30.01,-48.01,-0.858025,30.01,-0.01,-0.34,0.00,0.34,0.01,0.34,0.00
-51.01,-1.011430,30.00,-51.01,-0.710949,30.00,-0.01,-0.30,0.00,0.30,0.01,0.30,0.00
-54.01,-0.831623,30.00,-54.00,-0.576615,30.00,-0.01,-0.26,0.00,0.26,0.01,0.26,0.00
-57.01,-0.660958,30.00,-57.00,-0.453970,30.00,0.00,-0.21,0.00,0.21,0.00,0.21,0.00
-60.00,-0.501730,30.00,-60.00,-0.343391,30.00,0.00,-0.16,0.00,0.16,0.00,0.16,0.00
-63.00,-0.355781,30.00,-63.00,-0.244451,30.00,0.00,-0.11,0.00,0.11,0.00,0.11,0.00
-66.00,-0.225563,30.00,-66.00,-0.156965,30.00,0,-0.07,0.00,0.07,0,0.07,0.00
-69.00,-0.115584,30.00,-69.00,-0.082340,30.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
-72.00,-0.033140,30.00,-72.00,-0.024244,30.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00
-75,0.000000,30,-75,0.000000,30,0,0,0,0,0,0,0
75,0.000000,27,75,0.000000,27,0,0,0,0,0,0,0
72.00,-0.024314,27.00,72.00,-0.022122,27.00,0.00,0.00,0,0.00,0.00,0.00,0
69.00,-0.082341,27.00,69.00,-0.074124,27.00,0.00,-0.01,0,0.01,0.00,0.01,0
66.00,-0.157536,27.00,66.00,-0.140532,27.00,0.00,-0.02,0,0.02,0.00,0.02,0
63.00,-0.247331,27.00,63.00,-0.219579,27,0.00,-0.03,0.00,0.03,0.00,0.03,0.00
60.00,-0.349957,27.00,60.00,-0.310143,27.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00
57.00,-0.465390,27.00,57.00,-0.412716,27.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00
54.00,-0.593363,27.00,54.00,-0.527425,27.00,0.00,-0.07,0.00,0.07,0.00,0.07,0.00
51.00,-0.734179,27.00,51.01,-0.654899,27.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00
48.01,-0.888423,27.01,48.01,-0.795960,27.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00
45.01,-1.06,27.01,45.01,-0.951612,27.01,0.00,-0.11,0.00,0.11,0.00,0.11,0.00
42.02,-1.24,27.01,42.02,-1.12,27.01,0.00,-0.12,0.00,0.12,0.00,0.12,0.00
39.02,-1.44,27.02,39.02,-1.31,27.01,0.00,-0.13,0.00,0.13,0.00,0.13,0.00
36.03,-1.65,27.02,36.03,-1.51,27.02,0.00,-0.14,0.00,0.14,0.00,0.14,0.00
33.04,-1.88,27.03,33.04,-1.73,27.03,0.00,-0.15,0.00,0.15,0.00,0.15,0.00
30.04,-2.13,27.04,30.04,-1.97,27.04,0.00,-0.16,0.00,0.16,0.00,0.16,0.00
27.05,-2.41,27.06,27.05,-2.23,27.05,0.00,-0.17,0.00,0.17,0.00,0.17,0.00
24.06,-2.70,27.08,24.06,-2.52,27.07,0.00,-0.18,0.00,0.18,0.00,0.18,0.00
21.07,-3.02,27.11,21.06,-2.83,27.10,0.00,-0.19,0.00,0.19,0.00,0.19,0.00
18.07,-3.37,27.14,18.07,-3.16,27.14,0.00,-0.20,0.00,0.20,0.00,0.20,0.00
15.07,-3.72,27.18,15.07,-3.51,27.18,0.00,-0.21,0.00,0.21,0.00,0.21,0.00
12.06,-4.07,27.23,12.06,-3.84,27.22,0.00,-0.23,0.00,0.23,0.00,0.23,0.00
9.05,-4.39,27.27,9.05,-4.15,27.26,0.00,-0.24,0.01,0.24,0.00,0.24,0.01
6.03,-4.66,27.31,6.02,-4.41,27.31,0.00,-0.25,0.01,0.25,0.00,0.25,0.01
2.99,-4.86,27.34,2.99,-4.59,27.33,0.00,-0.27,0.01,0.27,0.00,0.27,0.01
-0.042688,-4.96,27.34,-0.046423,-4.67,27.34,0.00,-0.28,0.01,0.29,0.00,0.28,0.01
-3.07,-4.95,27.33,-3.07,-4.65,27.32,0.00,-0.30,0.01,0.30,0.00,0.30,0.01
-6.09,-4.86,27.30,-6.09,-4.53,27.30,0.00,-0.32,0.01,0.32,0.00,0.32,0.01
-9.10,-4.70,27.28,-9.10,-4.36,27.27,0.00,-0.34,0.01,0.34,0.00,0.34,0.01
-12.11,-4.50,27.24,-12.11,-4.14,27.23,0.00,-0.36,0.01,0.36,0.00,0.36,0.01
-15.11,-4.24,27.21,-15.10,-3.85,27.20,-0.01,-0.39,0.01,0.39,0.01,0.39,0.01
-18.11,-3.96,27.17,-18.10,-3.55,27.16,-0.01,-0.41,0.01,0.41,0.01,0.41,0.01
-21.11,-3.66,27.13,-21.09,-3.23,27.13,-0.01,-0.43,0.01,0.43,0.01,0.43,0.01
