x,y,z,diff_x,diff_y,diff_z,d_x,d_y,d_z,d_n,di_x,di_y,di_z,f_m,f_x,f_y,f_z
45.00,-0.112509,63.00,45.00,-0.088379,63.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
42.00,-0.135232,63.00,42.00,-0.107597,63.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00,0,0,0,0
39.00,-0.159396,63.00,39.00,-0.128156,63.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00,0,0,0,0
36.00,-0.185391,63.00,36.00,-0.150417,63.00,0.00,-0.03,0.00,0.04,0.00,0.03,0.00,0,0,0,0
33.00,-0.212012,63.00,33.00,-0.173154,63.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
30.00,-0.239556,63.00,30,-0.196643,63.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
27.00,-0.267350,63.00,27.00,-0.220211,63.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
24.00,-0.294568,63.00,24.00,-0.243055,63.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
21.00,-0.320932,63.00,21.00,-0.264933,63.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00,0,0,0,0
18.00,-0.345724,63.00,18.00,-0.285188,63.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00,0,0,0,0
15.00,-0.368182,63.00,15.00,-0.303116,63.00,0.00,-0.07,0.00,0.07,0.00,0.07,0.00,0,0,0,0
12.00,-0.388232,63.00,12.00,-0.318714,63.00,0.00,-0.07,0.00,0.07,0.00,0.07,0.00,0,0,0,0
9.00,-0.405288,63.00,9.00,-0.331449,63.00,0.00,-0.07,0.00,0.07,0.00,0.07,0.00,0,0,0,0
6.00,-0.418451,63.00,6.00,-0.340482,63.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
3.00,-0.428049,63.00,3.00,-0.346193,63.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
-0.002852,-0.433459,63.00,0.000110,-0.348011,63.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
-3.00,-0.434981,63.00,-3.00,-0.346301,63.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
-6.00,-0.432234,63.00,-6.00,-0.340756,63.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
-9.00,-0.425256,63.00,-9.00,-0.331488,63.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
-12.00,-0.414907,63.00,-12.00,-0.319441,63.00,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
-15.00,-0.400453,63.00,-15.00,-0.303936,63.00,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
-18.00,-0.382992,63.00,-18.00,-0.286147,63.00,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
-21.00,-0.362511,63.00,-21.00,-0.266104,63.00,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
-24.00,-0.339680,63.00,-24.00,-0.244526,63.00,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
-27.00,-0.315165,63.00,-27.00,-0.222114,63.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
-30.00,-0.288940,63.00,-30.00,-0.198863,63.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
-33.00,-0.261820,63.00,-33.00,-0.175599,63.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
-36.00,-0.234468,63.00,-36.00,-0.152962,63.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
-39.00,-0.206929,63.00,-39.00,-0.130966,63.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
-42.00,-0.179854,63.00,-42.00,-0.110196,63.00,0,-0.07,0.00,0.07,0,0.07,0.00,0,0,0,0
-45.00,-0.153584,63.00,-45.00,-0.090915,63.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00,0,0,0,0
-48.00,-0.128415,63.00,-48.00,-0.073307,63.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00,0,0,0,0
-51.00,-0.104736,63.00,-51.00,-0.057622,63.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
-54.00,-0.082123,63.00,-54.00,-0.043253,63.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
-57.00,-0.061681,63.00,-57.00,-0.031071,63.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00,0,0,0,0
-60.00,-0.043356,63.00,-60.00,-0.020725,63.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
-63.00,-0.027620,63.00,-63.00,-0.012332,63.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
-66.00,-0.015384,63.00,-66.00,-0.006398,63.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
-69.00,-0.006354,63.00,-69.00,-0.002222,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
-72.00,-0.001590,63.00,-72.00,-0.000515,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
-75,0.000001,63,-75,0.000001,63,0,0,0,0,0,0,0,16.23,-14.93,-1.73,6.13
75,0.000001,60,75,0.000001,60,0,0,0,0,0,0,0,17.84,16.44,-1.61,6.76
72.00,-0.001506,60.00,72.00,-0.000876,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
69.00,-0.006300,60.00,69.00,-0.003996,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
66.00,-0.015335,60.00,66.00,-0.010500,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
63.00,-0.028062,60.00,63.00,-0.020020,60.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
60.00,-0.043668,60.00,60.00,-0.031908,60.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
57.00,-0.062952,60.00,57.00,-0.047097,60.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
54.00,-0.085276,60.00,54.00,-0.065055,60.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
51.00,-0.109816,60.00,51.00,-0.085028,60.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
48.00,-0.137081,60.00,48.00,-0.107574,60.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00,0,0,0,0
45.00,-0.166278,60.00,45.00,-0.131921,60.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00,0,0,0,0
42.00,-0.198115,60.00,42.00,-0.158788,60.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
39.00,-0.231601,60.00,39.00,-0.187161,60.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
36.00,-0.266851,60.00,36.00,-0.217135,60.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
33.00,-0.303361,60.00,33.00,-0.248166,60.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00,0,0,0,0
30.00,-0.340225,60.00,30.00,-0.279335,60.00,0.00,-0.06,0,0.06,0.00,0.06,0,0,0,0,0
27.00,-0.376974,60.00,27.00,-0.310167,60.00,0.00,-0.07,0,0.07,0.00,0.07,0,0,0,0,0
24.00,-0.413481,60.00,24.00,-0.340561,60.00,0.00,-0.07,0.00,0.07,0.00,0.07,0.00,0,0,0,0
21.00,-0.448358,60.00,21.00,-0.369182,60.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
18.00,-0.481365,60.00,18.00,-0.395850,60.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
15.00,-0.511211,60.00,15.00,-0.419362,60.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
12.00,-0.537877,60.00,12.00,-0.439770,60.00,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
9.00,-0.560296,60.00,9.00,-0.456100,60.00,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
6.00,-0.578306,60.00,6.00,-0.468263,60.00,0.00,-0.11,0.00,0.11,0.00,0.11,0.00,0,0,0,0
3.00,-0.591197,60.00,3.00,-0.475633,60.00,0.00,-0.12,0.00,0.12,0.00,0.12,0.00,0,0,0,0
-0.003551,-0.598983,60.00,-0.000019,-0.478311,60.00,0.00,-0.12,0.00,0.12,0.00,0.12,0.00,0,0,0,0
-3.00,-0.601387,60.00,-3.00,-0.476106,60.00,0.00,-0.13,0.00,0.13,0.00,0.13,0.00,0,0,0,0
-6.00,-0.598278,60.00,-6.00,-0.468995,60.00,0.00,-0.13,0.00,0.13,0.00,0.13,0.00,0,0,0,0
-9.00,-0.589915,60.00,-9.00,-0.457343,60.00,0.00,-0.13,0.00,0.13,0.00,0.13,0.00,0,0,0,0
-12.00,-0.576552,60.00,-12.00,-0.441498,60.00,0.00,-0.14,0.00,0.14,0.00,0.14,0.00,0,0,0,0
-15.00,-0.558180,60.00,-15.00,-0.421552,60.00,0.00,-0.14,0.00,0.14,0.00,0.14,0.00,0,0,0,0
-18.00,-0.535425,60.00,-18.00,-0.398204,60.00,0.00,-0.14,0.00,0.14,0.00,0.14,0.00,0,0,0,0
-21.00,-0.508901,60.00,-21.00,-0.372157,60.00,0.00,-0.14,0.00,0.14,0.00,0.14,0.00,0,0,0,0
-24.00,-0.479165,60.00,-24.00,-0.344034,60.00,0.00,-0.14,0.00,0.14,0.00,0.14,0.00,0,0,0,0
-27.00,-0.446253,60.00,-27.00,-0.313926,60.00,0.00,-0.13,0.00,0.13,0.00,0.13,0.00,0,0,0,0
-30.00,-0.411568,60.00,-30.00,-0.283284,60.00,0.00,-0.13,0.00,0.13,0.00,0.13,0.00,0,0,0,0
-33.00,-0.375201,60.00,-33.00,-0.252200,60.00,0.00,-0.12,0.00,0.12,0.00,0.12,0.00,0,0,0,0
-36.00,-0.337750,60.00,-36,-0.221271,60.00,0.00,-0.12,0.00,0.12,0.00,0.12,0.00,0,0,0,0
-39.00,-0.300119,60.00,-39.00,-0.191346,60.00,0.00,-0.11,0.00,0.11,0.00,0.11,0.00,0,0,0,0
-42.00,-0.262780,60.00,-42.00,-0.162827,60.00,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
-45.00,-0.225946,60.00,-45.00,-0.135811,60.00,0,-0.09,0.00,0.09,0,0.09,0.00,0,0,0,0
-48.00,-0.190319,60.00,-48.00,-0.110858,60.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
-51.00,-0.156045,60.00,-51.00,-0.087912,60.00,0.00,-0.07,0.00,0.07,0.00,0.07,0.00,0,0,0,0
-54.00,-0.123530,60.00,-54.00,-0.067123,60.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00,0,0,0,0
-57.00,-0.093812,60.00,-57.00,-0.049192,60.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
-60.00,-0.066681,60.00,-60.00,-0.033492,60.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00,0,0,0,0
-63.00,-0.043400,60.00,-63.00,-0.020787,60.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
-66.00,-0.024543,60.00,-66.00,-0.011094,60.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
-69.00,-0.010738,60.00,-69.00,-0.004459,60.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
-72.00,-0.002768,60.00,-72.00,-0.001119,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
-75,0.000001,60,-75,0.000001,60,0,0,0,0,0,0,0,18.29,-16.81,-1.66,7.03
75,0.000001,57,75,0.000001,57,0,0,0,0,0,0,0,19.89,18.33,-1.37,7.59
72.00,-0.002666,57.00,72.00,-0.001838,57.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
69.00,-0.010049,57.00,69.00,-0.006998,57.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
66.00,-0.022727,57.00,66.00,-0.016341,57.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
63.00,-0.040488,57.00,63.00,-0.029904,57.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
60.00,-0.062780,57.00,60.00,-0.047344,57.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
57.00,-0.088858,57.00,57.00,-0.068084,57.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
54.00,-0.118864,57.00,54.00,-0.092399,57.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00,0,0,0,0
51.00,-0.152240,57.00,51.00,-0.119822,57.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00,0,0,0,0
48.00,-0.188264,57.00,48.00,-0.149695,57.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
45.00,-0.227324,57.00,45.00,-0.182440,57.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
42.00,-0.268896,57.00,42.00,-0.217538,57.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
39.00,-0.312718,57.00,39,-0.254714,57.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00,0,0,0,0
36.00,-0.358043,57.00,36.00,-0.293183,57.00,0.00,-0.06,0,0.06,0.00,0.06,0,0,0,0,0
33.00,-0.404889,57,33.00,-0.332938,57.00,0.00,-0.07,0.00,0.07,0.00,0.07,0.00,0,0,0,0
30.00,-0.452160,57.00,30.00,-0.372851,57.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
27.00,-0.499268,57.00,27.00,-0.412336,57.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
24.00,-0.545423,57.00,24.00,-0.450631,57.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
21.00,-0.589729,57.00,21.00,-0.486888,57.00,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
18.00,-0.631418,57.00,18.00,-0.520422,57.00,0.00,-0.11,0.00,0.11,0.00,0.11,0.00,0,0,0,0
15.00,-0.669646,57.00,15.00,-0.550467,57.00,0.00,-0.12,0.00,0.12,0.00,0.12,0.00,0,0,0,0
12.00,-0.703326,57.00,12.00,-0.576044,57.00,0.00,-0.13,0.00,0.13,0.00,0.13,0.00,0,0,0,0
9.00,-0.732130,57.01,9.00,-0.596923,57.00,0.00,-0.14,0.00,0.14,0.00,0.14,0.00,0,0,0,0
6.00,-0.755198,57.01,6.00,-0.612359,57.00,0.00,-0.14,0.00,0.14,0.00,0.14,0.00,0,0,0,0
3.00,-0.771894,57.01,3.00,-0.621825,57.00,0.00,-0.15,0.00,0.15,0.00,0.15,0.00,0,0,0,0
-0.003987,-0.782110,57.01,0.000088,-0.625323,57.00,0.00,-0.16,0.00,0.16,0.00,0.16,0.00,0,0,0,0
-3.00,-0.785367,57.01,-3.00,-0.622506,57.00,0.00,-0.16,0.00,0.16,0.00,0.16,0.00,0,0,0,0
-6.00,-0.782085,57.01,-6.00,-0.613923,57.00,0.00,-0.17,0.00,0.17,0.00,0.17,0.00,0,0,0,0
-9.01,-0.771960,57.01,-9.00,-0.599400,57.00,0.00,-0.17,0.00,0.17,0.00,0.17,0.00,0,0,0,0
-12.01,-0.755346,57.00,-12.00,-0.579425,57.00,0.00,-0.18,0.00,0.18,0.00,0.18,0.00,0,0,0,0
-15.01,-0.732458,57.00,-15.00,-0.554314,57.00,0.00,-0.18,0.00,0.18,0.00,0.18,0.00,0,0,0,0
-18.01,-0.704110,57.00,-18.00,-0.525003,57.00,0.00,-0.18,0.00,0.18,0.00,0.18,0.00,0,0,0,0
-21.00,-0.670902,57.00,-21.00,-0.492192,57.00,0.00,-0.18,0.00,0.18,0.00,0.18,0.00,0,0,0,0
-24.00,-0.633068,57.00,-24.00,-0.456211,57.00,0.00,-0.18,0.00,0.18,0.00,0.18,0.00,0,0,0,0
-27.00,-0.591749,57.00,-27.00,-0.418296,57.00,0.00,-0.17,0.00,0.17,0.00,0.17,0.00,0,0,0,0
-30.00,-0.547749,57.00,-30.00,-0.379299,57.00,0.00,-0.17,0.00,0.17,0.00,0.17,0.00,0,0,0,0
-33.00,-0.501230,57.00,-33.00,-0.339429,57.00,0.00,-0.16,0.00,0.16,0.00,0.16,0.00,0,0,0,0
-36.00,-0.453023,57.00,-36.00,-0.299496,57.00,0.00,-0.15,0.00,0.15,0.00,0.15,0.00,0,0,0,0
-39.00,-0.404450,57.00,-39.00,-0.260788,57.00,0.00,-0.14,0.00,0.14,0.00,0.14,0.00,0,0,0,0
-42.00,-0.355823,57.00,-42.00,-0.223519,57.00,0.00,-0.13,0.00,0.13,0.00,0.13,0.00,0,0,0,0
-45.00,-0.307291,57.00,-45.00,-0.187713,57.00,0.00,-0.12,0.00,0.12,0.00,0.12,0.00,0,0,0,0
-48.00,-0.260373,57.00,-48.00,-0.154695,57.00,0.00,-0.11,0.00,0.11,0.00,0.11,0.00,0,0,0,0
-51.00,-0.214754,57.00,-51.00,-0.123897,57.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
-54.00,-0.171524,57.00,-54.00,-0.096067,57.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
-57.00,-0.131026,57.00,-57.00,-0.071111,57.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00,0,0,0,0
-60.00,-0.094508,57.00,-60.00,-0.049726,57.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
-63.00,-0.062255,57.00,-63.00,-0.031554,57.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00,0,0,0,0
-66.00,-0.035820,57.00,-66.00,-0.017416,57.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
-69.00,-0.016102,57.00,-69.00,-0.007433,57.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
-72.00,-0.004081,57.00,-72.00,-0.001796,57.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
-75,0.000001,57,-75,0.000001,57,0,0,0,0,0,0,0,20.87,-19.16,-1.41,8.16
75,0.000001,54,75,0.000001,54,0,0,0,0,0,0,0,22.91,21.07,-0.971790,8.93
72.00,-0.003543,54.00,72.00,-0.002525,54.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
69.00,-0.014007,54.00,69.00,-0.010224,54.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
66.00,-0.031575,54.00,66.00,-0.023662,54.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
63.00,-0.054999,54.00,63.00,-0.041907,54.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
60.00,-0.084264,54.00,60.00,-0.065201,54.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
57.00,-0.118233,54.00,57.00,-0.092609,54.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00,0,0,0,0
54.00,-0.156565,54.00,54.00,-0.123949,54.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00,0,0,0,0
51.00,-0.199085,54.00,51.00,-0.159163,54.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
48.00,-0.245252,54.00,48.00,-0.197785,54.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
45.00,-0.294357,54.00,45.00,-0.239148,54.00,0.00,-0.06,0,0.06,0.00,0.06,0,0,0,0,0
42.00,-0.346897,54.00,42.00,-0.283763,54.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00,0,0,0,0
39.00,-0.401586,54.00,39.00,-0.330317,54,0.00,-0.07,0.00,0.07,0.00,0.07,0.00,0,0,0,0
36.00,-0.458222,54.00,36.00,-0.378587,54.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
33.00,-0.516066,54.00,33.00,-0.427781,54.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
30.00,-0.574667,54.00,30.00,-0.477433,54.00,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
27.00,-0.633084,54.00,27.00,-0.526594,54.00,0.00,-0.11,0.00,0.11,0.00,0.11,0.00,0,0,0,0
24.00,-0.689997,54.00,24.00,-0.573966,54.00,0.00,-0.12,0.00,0.12,0.00,0.12,0.00,0,0,0,0
21.00,-0.744907,54.01,21.00,-0.619112,54.00,0.00,-0.13,0.00,0.13,0.00,0.13,0.00,0,0,0,0
18.00,-0.796397,54.01,18.00,-0.660672,54.01,0.00,-0.14,0.00,0.14,0.00,0.14,0.00,0,0,0,0
15.00,-0.843763,54.01,15.00,-0.698050,54.01,0.00,-0.15,0.00,0.15,0.00,0.15,0.00,0,0,0,0
12.00,-0.885576,54.01,12.00,-0.729922,54.01,0.00,-0.16,0.00,0.16,0.00,0.16,0.00,0,0,0,0
9.00,-0.921290,54.01,9.00,-0.755889,54.01,0.00,-0.17,0.00,0.17,0.00,0.17,0.00,0,0,0,0
6.00,-0.949838,54.01,6.00,-0.775013,54.01,0.00,-0.17,0.00,0.17,0.00,0.17,0.00,0,0,0,0
3.00,-0.970742,54.01,3.00,-0.786953,54.01,0.00,-0.18,0.00,0.18,0.00,0.18,0.00,0,0,0,0
-0.004611,-0.983628,54.01,-0.000106,-0.791480,54.01,0.00,-0.19,0.00,0.19,0.00,0.19,0.00,0,0,0,0
-3.01,-0.988180,54.01,-3.00,-0.788434,54.01,0.00,-0.20,0.00,0.20,0.00,0.20,0.00,0,0,0,0
-6.01,-0.984200,54.01,-6.00,-0.777779,54.01,0.00,-0.21,0.00,0.21,0.00,0.21,0.00,0,0,0,0
-9.01,-0.971866,54.01,-9.00,-0.759856,54.01,0.00,-0.21,0.00,0.21,0.00,0.21,0.00,0,0,0,0
-12.01,-0.951491,54.01,-12.00,-0.735124,54.01,0.00,-0.22,0.00,0.22,0.00,0.22,0.00,0,0,0,0
-15.01,-0.923675,54.01,-15.00,-0.704331,54.01,0.00,-0.22,0.00,0.22,0.00,0.22,0.00,0,0,0,0
-18.01,-0.888838,54.01,-18.00,-0.668010,54.01,0.00,-0.22,0.00,0.22,0.00,0.22,0.00,0,0,0,0
-21.01,-0.847917,54.01,-21.00,-0.627237,54.00,0.00,-0.22,0.00,0.22,0.00,0.22,0.00,0,0,0,0
-24.01,-0.801593,54.00,-24.00,-0.582833,54.00,0.00,-0.22,0,0.22,0.00,0.22,0,0,0,0,0
-27.01,-0.750437,54.00,-27.00,-0.535477,54.00,0.00,-0.21,0.00,0.21,0.00,0.21,0.00,0,0,0,0
-30.00,-0.696063,54.00,-30.00,-0.486897,54.00,0.00,-0.21,0.00,0.21,0.00,0.21,0.00,0,0,0,0
-33.00,-0.638370,54.00,-33.00,-0.437028,54.00,0.00,-0.20,0.00,0.20,0.00,0.20,0.00,0,0,0,0
-36.00,-0.579140,54.00,-36.00,-0.387682,54.00,0.00,-0.19,0.00,0.19,0.00,0.19,0.00,0,0,0,0
-39.00,-0.518462,54.00,-39.00,-0.338896,54.00,0.00,-0.18,0.00,0.18,0.00,0.18,0.00,0,0,0,0
-42.00,-0.457689,54.00,-42.00,-0.291942,54.00,0.00,-0.17,0.00,0.17,0.00,0.17,0.00,0,0,0,0
-45.00,-0.396776,54.00,-45.00,-0.246618,54.00,0.00,-0.15,0.00,0.15,0.00,0.15,0.00,0,0,0,0
-48.00,-0.337800,54.00,-48.00,-0.204777,54.00,0.00,-0.13,0.00,0.13,0.00,0.13,0.00,0,0,0,0
-51.00,-0.279926,54.00,-51.00,-0.165266,54.00,0.00,-0.11,0.00,0.11,0.00,0.11,0.00,0,0,0,0
-54.00,-0.224599,54.00,-54.00,-0.129103,54.00,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
-57.00,-0.172796,54.00,-57.00,-0.096718,54.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
-60.00,-0.125205,54.00,-60.00,-0.068120,54.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00,0,0,0,0
-63.00,-0.083383,54.00,-63.00,-0.044060,54.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
-66.00,-0.048881,54.00,-66.00,-0.025176,54.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
-69.00,-0.022165,54.00,-69.00,-0.010934,54.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
-72.00,-0.005623,54.00,-72.00,-0.002658,54.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
-75,0.000001,54,-75,0.000001,54,0,0,0,0,0,0,0,23.73,-21.79,-0.974901,9.35
75,0.000001,51,75,0.000001,51,0,0,0,0,0,0,0,26.07,24.09,-0.325880,9.96
72.00,-0.004846,51.00,72.00,-0.003653,51.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
69.00,-0.019214,51.00,69.00,-0.014740,51.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
66.00,-0.041617,51.00,66.00,-0.032253,51.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
63.00,-0.071531,51.00,63.00,-0.056054,51.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
60.00,-0.108093,51.00,60.00,-0.085580,51.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
57.00,-0.150628,51.00,57.00,-0.120397,51.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00,0,0,0,0
54.00,-0.198125,51.00,54.00,-0.159679,51.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
51.00,-0.250373,51.00,51.00,-0.203353,51.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
48.00,-0.306954,51.00,48.00,-0.251090,51.00,0.00,-0.06,0,0.06,0.00,0.06,0,0,0,0,0
45.00,-0.367143,51.00,45.00,-0.302222,51,0.00,-0.06,0.00,0.06,0.00,0.06,0.00,0,0,0,0
42.00,-0.430932,51.00,42.00,-0.356742,51.00,0.00,-0.07,0.00,0.07,0.00,0.07,0.00,0,0,0,0
39.00,-0.497431,51.00,39.00,-0.413753,51.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
36.00,-0.566444,51.00,36.00,-0.473007,51.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
33.00,-0.636804,51.00,33.00,-0.533310,51.00,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
30.00,-0.707908,51.00,30.00,-0.594015,51.00,0.00,-0.11,0.00,0.11,0.00,0.11,0.00,0,0,0,0
27.00,-0.778492,51.01,27.00,-0.653859,51.00,0.00,-0.12,0.00,0.12,0.00,0.12,0.00,0,0,0,0
24.00,-0.847634,51.01,24.00,-0.711933,51.01,0.00,-0.14,0.00,0.14,0.00,0.14,0.00,0,0,0,0
21.00,-0.914367,51.01,21.00,-0.767313,51.01,0.00,-0.15,0.00,0.15,0.00,0.15,0.00,0,0,0,0
